indicator,year,countrycode,period,welftype,spell,subgroup,value
WB.SP.growthtotal,2011,TGO,2011-2015,CONS,1,National,0.620985047
WB.SP.growthtotal,2015,TGO,2011-2015,CONS,2,National,0.620985047
WB.SP.growthtotal,2006,THA,2006-2010,CONS,1,National,2.960588513
WB.SP.growthtotal,2010,THA,2006-2010,CONS,2,National,2.960588513
WB.SP.growthtotal,2008,THA,2008-2012,CONS,1,National,3.954085665
WB.SP.growthtotal,2012,THA,2008-2012,CONS,2,National,3.954085665
WB.SP.growthtotal,2008,THA,2008-2013,CONS,1,National,3.476621928
WB.SP.growthtotal,2013,THA,2008-2013,CONS,2,National,3.476621928
WB.SP.growthtotal,2009,THA,2009-2013,CONS,1,National,3.489113727
WB.SP.growthtotal,2013,THA,2009-2013,CONS,2,National,3.489113727
WB.SP.growthtotal,2010,THA,2010-2015,CONS,1,National,3.039680491
WB.SP.growthtotal,2015,THA,2010-2015,CONS,2,National,3.039680491
WB.SP.growthtotal,2014,THA,2014-2017,CONS,1,National,2.084931638
WB.SP.growthtotal,2017,THA,2014-2017,CONS,2,National,2.084931638
WB.SP.growthtotal,2014,THA,2014-2018,CONS,1,National,1.148972532
WB.SP.growthtotal,2018,THA,2014-2018,CONS,2,National,1.148972532
WB.SP.growthtotal,2014,THA,2014-2019,CONS,1,National,0.982802409
WB.SP.growthtotal,2019,THA,2014-2019,CONS,2,National,0.982802409
WB.SP.growthtotal,2015,THA,2015-2019,CONS,1,National,0.081195057
WB.SP.growthtotal,2019,THA,2015-2019,CONS,2,National,0.081195057
WB.SP.growthtotal,2016,THA,2016-2021,CONS,1,National,0.7586244
WB.SP.growthtotal,2021,THA,2016-2021,CONS,2,National,0.7586244
WB.SP.growthtotal,2004,TJK,2004-2009,CONS,1,National,5.98798117
WB.SP.growthtotal,2009,TJK,2004-2009,CONS,2,National,5.98798117
WB.SP.growthtotal,2009,TJK,2009-2015,CONS,1,National,2.665725165
WB.SP.growthtotal,2015,TJK,2009-2015,CONS,2,National,2.665725165
WB.SP.growthtotal,2009,TON,2009-2015,CONS,1,National,-3.701752886
WB.SP.growthtotal,2015,TON,2009-2015,CONS,2,National,-3.701752886
WB.SP.growthtotal,2005,TUN,2005-2010,CONS,1,National,3.114080951
WB.SP.growthtotal,2010,TUN,2005-2010,CONS,2,National,3.114080951
WB.SP.growthtotal,2010,TUN,2010-2015,CONS,1,National,3.38439263
WB.SP.growthtotal,2015,TUN,2010-2015,CONS,2,National,3.38439263
WB.SP.growthtotal,2006,TUR,2006-2011,CONS,1,National,5.127628963
WB.SP.growthtotal,2011,TUR,2006-2011,CONS,2,National,5.127628963
WB.SP.growthtotal,2007,TUR,2007-2012,CONS,1,National,4.810519736
WB.SP.growthtotal,2012,TUR,2007-2012,CONS,2,National,4.810519736
WB.SP.growthtotal,2008,TUR,2008-2013,CONS,1,National,3.536003077
WB.SP.growthtotal,2013,TUR,2008-2013,CONS,2,National,3.536003077
WB.SP.growthtotal,2009,TUR,2009-2014,CONS,1,National,4.660018954
WB.SP.growthtotal,2014,TUR,2009-2014,CONS,2,National,4.660018954
WB.SP.growthtotal,2011,TUR,2011-2016,CONS,1,National,3.469496107
WB.SP.growthtotal,2016,TUR,2011-2016,CONS,2,National,3.469496107
WB.SP.growthtotal,2013,TUR,2013-2018,CONS,1,National,2.673165419
WB.SP.growthtotal,2018,TUR,2013-2018,CONS,2,National,2.673165419
WB.SP.growthtotal,2014,TUR,2014-2019,CONS,1,National,1.473202065
WB.SP.growthtotal,2019,TUR,2014-2019,CONS,2,National,1.473202065
WB.SP.growthtotal,2013,TWN,2013-2016,INC,1,National,2.200144579
WB.SP.growthtotal,2016,TWN,2013-2016,INC,2,National,2.200144579
WB.SP.growthtotal,2007,TZA,2007-2011,CONS,1,National,3.368336967
WB.SP.growthtotal,2011,TZA,2007-2011,CONS,2,National,3.368336967
WB.SP.growthtotal,2011,TZA,2011-2018,CONS,1,National,0.919706111
WB.SP.growthtotal,2017,TZA,2011-2018,CONS,2,National,0.919706111
WB.SP.growthtotal,2005,UGA,2005-2012,CONS,1,National,4.361510371
WB.SP.growthtotal,2012,UGA,2005-2012,CONS,2,National,4.361510371
WB.SP.growthtotal,2009,UGA,2009-2012,CONS,1,National,2.908435611
WB.SP.growthtotal,2012,UGA,2009-2012,CONS,2,National,2.908435611
WB.SP.growthtotal,2012,UGA,2012-2016,CONS,1,National,-0.956463317
WB.SP.growthtotal,2016,UGA,2012-2016,CONS,2,National,-0.956463317
WB.SP.growthtotal,2016,UGA,2016-2019,CONS,1,National,-0.257503855
WB.SP.growthtotal,2019,UGA,2016-2019,CONS,2,National,-0.257503855
WB.SP.growthtotal,2005,UKR,2005-2010,CONS,1,National,3.090487687
WB.SP.growthtotal,2010,UKR,2005-2010,CONS,2,National,3.090487687
WB.SP.growthtotal,2008,UKR,2008-2013,CONS,1,National,2.467421903
WB.SP.growthtotal,2013,UKR,2008-2013,CONS,2,National,2.467421903
WB.SP.growthtotal,2009,UKR,2009-2014,CONS,1,National,3.247154571
WB.SP.growthtotal,2014,UKR,2009-2014,CONS,2,National,3.247154571
WB.SP.growthtotal,2010,UKR,2010-2015,CONS,1,National,-0.17240274
WB.SP.growthtotal,2015,UKR,2010-2015,CONS,2,National,-0.17240274
WB.SP.growthtotal,2011,UKR,2011-2016,CONS,1,National,-0.668734891
WB.SP.growthtotal,2016,UKR,2011-2016,CONS,2,National,-0.668734891
WB.SP.growthtotal,2013,UKR,2013-2018,CONS,1,National,0.144088259
WB.SP.growthtotal,2018,UKR,2013-2018,CONS,2,National,0.144088259
WB.SP.growthtotal,2014,UKR,2014-2019,CONS,1,National,2.824113809
WB.SP.growthtotal,2019,UKR,2014-2019,CONS,2,National,2.824113809
WB.SP.growthtotal,2015,UKR,2015-2020,CONS,1,National,4.116076075
WB.SP.growthtotal,2020,UKR,2015-2020,CONS,2,National,4.116076075
WB.SP.growthtotal,2006,URY,2006-2011,INC,1,National,6.773170669
WB.SP.growthtotal,2011,URY,2006-2011,INC,2,National,6.773170669
WB.SP.growthtotal,2007,URY,2007-2012,INC,1,National,4.917946555
WB.SP.growthtotal,2012,URY,2007-2012,INC,2,National,4.917946555
WB.SP.growthtotal,2009,URY,2009-2014,INC,1,National,3.457655419
WB.SP.growthtotal,2014,URY,2009-2014,INC,2,National,3.457655419
WB.SP.growthtotal,2011,URY,2011-2016,INC,1,National,1.786555235
WB.SP.growthtotal,2016,URY,2011-2016,INC,2,National,1.786555235
WB.SP.growthtotal,2012,URY,2012-2017,INC,1,National,2.573237803
WB.SP.growthtotal,2017,URY,2012-2017,INC,2,National,2.573237803
WB.SP.growthtotal,2013,URY,2013-2018,INC,1,National,1.427853245
WB.SP.growthtotal,2018,URY,2013-2018,INC,2,National,1.427853245
WB.SP.growthtotal,2014,URY,2014-2019,INC,1,National,-0.003731432
WB.SP.growthtotal,2019,URY,2014-2019,INC,2,National,-0.003731432
WB.SP.growthtotal,2010,USA,2010-2016,INC,1,National,1.644232403
WB.SP.growthtotal,2016,USA,2010-2016,INC,2,National,1.644232403
WB.SP.growthtotal,2013,USA,2013-2018,INC,1,National,3.083821751
WB.SP.growthtotal,2018,USA,2013-2018,INC,2,National,3.083821751
WB.SP.growthtotal,2014,USA,2014-2019,INC,1,National,4.274988017
WB.SP.growthtotal,2019,USA,2014-2019,INC,2,National,4.274988017
WB.SP.growthtotal,2015,USA,2015-2020,INC,1,National,4.014154549
WB.SP.growthtotal,2020,USA,2015-2020,INC,2,National,4.014154549
WB.SP.growthtotal,2016,USA,2016-2021,INC,1,National,2.983017012
WB.SP.growthtotal,2021,USA,2016-2021,INC,2,National,2.983017012
WB.SP.growthtotal,2004,VNM,2004-2010,CONS,1,National,13.3979011
WB.SP.growthtotal,2010,VNM,2004-2010,CONS,2,National,13.3979011
WB.SP.growthtotal,2010,VNM,2010-2014,CONS,1,National,2.145950542
WB.SP.growthtotal,2014,VNM,2010-2014,CONS,2,National,2.145950542
WB.SP.growthtotal,2010,VNM,2010-2016,CONS,1,National,3.887989544
WB.SP.growthtotal,2016,VNM,2010-2016,CONS,2,National,3.887989544
WB.SP.growthtotal,2012,VNM,2012-2016,CONS,1,National,5.150881979
WB.SP.growthtotal,2016,VNM,2012-2016,CONS,2,National,5.150881979
WB.SP.growthtotal,2012,VNM,2012-2018,CONS,1,National,5.257870182
WB.SP.growthtotal,2018,VNM,2012-2018,CONS,2,National,5.257870182
WB.SP.growthtotal,2014,VNM,2014-2018,CONS,1,National,6.463280436
WB.SP.growthtotal,2018,VNM,2014-2018,CONS,2,National,6.463280436
WB.SP.growthtotal,2016,VNM,2016-2020,CONS,1,National,5.606818929
WB.SP.growthtotal,2020,VNM,2016-2020,CONS,2,National,5.606818929
WB.SP.growthtotal,2012,XKX,2012-2015,CONS,1,National,1.677700023
WB.SP.growthtotal,2015,XKX,2012-2015,CONS,2,National,1.677700023
WB.SP.growthtotal,2012,XKX,2012-2017,CONS,1,National,1.889549976
WB.SP.growthtotal,2017,XKX,2012-2017,CONS,2,National,1.889549976
WB.SP.growthtotal,2005,ZAF,2005-2010,CONS,1,National,5.880259276
WB.SP.growthtotal,2010,ZAF,2005-2010,CONS,2,National,5.880259276
WB.SP.growthtotal,2010,ZAF,2010-2014,CONS,1,National,-1.253604386
WB.SP.growthtotal,2014,ZAF,2010-2014,CONS,2,National,-1.253604386
WB.SP.growthtotal,2010,ZMB,2010-2015,CONS,1,National,2.10782431
WB.SP.growthtotal,2015,ZMB,2010-2015,CONS,2,National,2.10782431
WB.SP.growthtotal,2011,ZWE,2011-2017,CONS,1,National,-3.499501933
WB.SP.growthtotal,2017,ZWE,2011-2017,CONS,2,National,-3.499501933
WB.SP.growthm50,2008,ALB,2008-2012,CONS,1,National,-0.479060053
WB.SP.growthm50,2012,ALB,2008-2012,CONS,2,National,-0.479060053
WB.SP.growthm50,2014,ALB,2014-2017,CONS,1,National,7.089349812
WB.SP.growthm50,2017,ALB,2014-2017,CONS,2,National,7.089349812
WB.SP.growthm50,2013,ARE,2013-2018,INC,1,National,2.246490105
WB.SP.growthm50,2018,ARE,2013-2018,INC,2,National,2.246490105
WB.SP.growthm50,2006,ARG,2006-2011,INC,1,National,4.765164354
WB.SP.growthm50,2011,ARG,2006-2011,INC,2,National,4.765164354
WB.SP.growthm50,2007,ARG,2007-2012,INC,1,National,4.400866971
WB.SP.growthm50,2012,ARG,2007-2012,INC,2,National,4.400866971
WB.SP.growthm50,2009,ARG,2009-2014,INC,1,National,0.631970807
WB.SP.growthm50,2014,ARG,2009-2014,INC,2,National,0.631970807
WB.SP.growthm50,2011,ARG,2011-2016,INC,1,National,-0.27761155
WB.SP.growthm50,2016,ARG,2011-2016,INC,2,National,-0.27761155
WB.SP.growthm50,2012,ARG,2012-2017,INC,1,National,0.636801491
WB.SP.growthm50,2017,ARG,2012-2017,INC,2,National,0.636801491
WB.SP.growthm50,2013,ARG,2013-2018,INC,1,National,-1.543962737
WB.SP.growthm50,2018,ARG,2013-2018,INC,2,National,-1.543962737
WB.SP.growthm50,2014,ARG,2014-2019,INC,1,National,-0.830457961
WB.SP.growthm50,2019,ARG,2014-2019,INC,2,National,-0.830457961
WB.SP.growthm50,2016,ARG,2016-2020,INC,1,National,-5.095719149
WB.SP.growthm50,2020,ARG,2016-2020,INC,2,National,-5.095719149
WB.SP.growthm50,2016,ARG,2016-2021,INC,1,National,-2.791081327
WB.SP.growthm50,2021,ARG,2016-2021,INC,2,National,-2.791081327
WB.SP.growthm50,2006,ARM,2006-2011,CONS,1,National,1.151832353
WB.SP.growthm50,2011,ARM,2006-2011,CONS,2,National,1.151832353
WB.SP.growthm50,2008,ARM,2008-2013,CONS,1,National,-0.186618143
WB.SP.growthm50,2013,ARM,2008-2013,CONS,2,National,-0.186618143
WB.SP.growthm50,2009,ARM,2009-2014,CONS,1,National,2.47981373
WB.SP.growthm50,2014,ARM,2009-2014,CONS,2,National,2.47981373
WB.SP.growthm50,2010,ARM,2010-2015,CONS,1,National,3.719654498
WB.SP.growthm50,2015,ARM,2010-2015,CONS,2,National,3.719654498
WB.SP.growthm50,2011,ARM,2011-2016,CONS,1,National,4.521259689
WB.SP.growthm50,2016,ARM,2011-2016,CONS,2,National,4.521259689
WB.SP.growthm50,2012,ARM,2012-2017,CONS,1,National,1.806711379
WB.SP.growthm50,2017,ARM,2012-2017,CONS,2,National,1.806711379
WB.SP.growthm50,2013,ARM,2013-2018,CONS,1,National,1.004837297
WB.SP.growthm50,2018,ARM,2013-2018,CONS,2,National,1.004837297
WB.SP.growthm50,2014,AUS,2014-2018,INC,1,National,0.369026501
WB.SP.growthm50,2018,AUS,2014-2018,INC,2,National,0.369026501
WB.SP.growthm50,2007,AUT,2007-2012,INC,1,National,0.625096179
WB.SP.growthm50,2012,AUT,2007-2012,INC,2,National,0.625096179
WB.SP.growthm50,2009,AUT,2009-2014,INC,1,National,0.176724561
WB.SP.growthm50,2014,AUT,2009-2014,INC,2,National,0.176724561
WB.SP.growthm50,2010,AUT,2010-2015,INC,1,National,0.006854286
WB.SP.growthm50,2015,AUT,2010-2015,INC,2,National,0.006854286
WB.SP.growthm50,2012,AUT,2012-2017,INC,1,National,1.592152498
WB.SP.growthm50,2017,AUT,2012-2017,INC,2,National,1.592152498
WB.SP.growthm50,2013,AUT,2013-2018,INC,1,National,0.743249006
WB.SP.growthm50,2018,AUT,2013-2018,INC,2,National,0.743249006
WB.SP.growthm50,2014,AUT,2014-2019,INC,1,National,1.142062484
WB.SP.growthm50,2019,AUT,2014-2019,INC,2,National,1.142062484
WB.SP.growthm50,2015,AUT,2015-2020,INC,1,National,1.452836912
WB.SP.growthm50,2020,AUT,2015-2020,INC,2,National,1.452836912
WB.SP.growthm50,2007,BEL,2007-2012,INC,1,National,1.085953428
WB.SP.growthm50,2012,BEL,2007-2012,INC,2,National,1.085953428
WB.SP.growthm50,2009,BEL,2009-2014,INC,1,National,0.446556294
WB.SP.growthm50,2014,BEL,2009-2014,INC,2,National,0.446556294
WB.SP.growthm50,2010,BEL,2010-2015,INC,1,National,0.924375161
WB.SP.growthm50,2015,BEL,2010-2015,INC,2,National,0.924375161
WB.SP.growthm50,2012,BEL,2012-2017,INC,1,National,0.454357754
WB.SP.growthm50,2017,BEL,2012-2017,INC,2,National,0.454357754
WB.SP.growthm50,2013,BEL,2013-2018,INC,1,National,0.93572601
WB.SP.growthm50,2018,BEL,2013-2018,INC,2,National,0.93572601
WB.SP.growthm50,2014,BEL,2014-2019,INC,1,National,1.430041981
WB.SP.growthm50,2019,BEL,2014-2019,INC,2,National,1.430041981
WB.SP.growthm50,2015,BEL,2015-2020,INC,1,National,1.000564903
WB.SP.growthm50,2020,BEL,2015-2020,INC,2,National,1.000564903
WB.SP.growthm50,2011,BEN,2011-2015,CONS,1,National,1.791310177
WB.SP.growthm50,2015,BEN,2011-2015,CONS,2,National,1.791310177
WB.SP.growthm50,2009,BFA,2009-2014,CONS,1,National,3.58279845
WB.SP.growthm50,2014,BFA,2009-2014,CONS,2,National,3.58279845
WB.SP.growthm50,2005,BGD,2005-2010,CONS,1,National,1.849885892
WB.SP.growthm50,2010,BGD,2005-2010,CONS,2,National,1.849885892
WB.SP.growthm50,2010,BGD,2010-2016,CONS,1,National,1.652215197
WB.SP.growthm50,2016,BGD,2010-2016,CONS,2,National,1.652215197
WB.SP.growthm50,2007,BGR,2007-2011,INC,1,National,1.74024675
WB.SP.growthm50,2011,BGR,2007-2011,INC,2,National,1.74024675
WB.SP.growthm50,2007,BGR,2007-2012,INC,1,National,1.781828817
WB.SP.growthm50,2012,BGR,2007-2012,INC,2,National,1.781828817
WB.SP.growthm50,2009,BGR,2009-2014,INC,1,National,1.037212019
WB.SP.growthm50,2014,BGR,2009-2014,INC,2,National,1.037212019
WB.SP.growthm50,2015,BGR,2015-2018,INC,1,National,8.242573971
WB.SP.growthm50,2018,BGR,2015-2018,INC,2,National,8.242573971
WB.SP.growthm50,2015,BGR,2015-2019,INC,1,National,7.767657224
WB.SP.growthm50,2019,BGR,2015-2019,INC,2,National,7.767657224
WB.SP.growthm50,2015,BGR,2015-2020,INC,1,National,8.092164629
WB.SP.growthm50,2020,BGR,2015-2020,INC,2,National,8.092164629
WB.SP.growthm50,2006,BLR,2006-2011,CONS,1,National,7.01641653
WB.SP.growthm50,2011,BLR,2006-2011,CONS,2,National,7.01641653
WB.SP.growthm50,2009,BLR,2009-2014,CONS,1,National,8.319114145
WB.SP.growthm50,2014,BLR,2009-2014,CONS,2,National,8.319114145
WB.SP.growthm50,2011,BLR,2011-2016,CONS,1,National,2.394776051
WB.SP.growthm50,2016,BLR,2011-2016,CONS,2,National,2.394776051
WB.SP.growthm50,2012,BLR,2012-2017,CONS,1,National,0.558084287
WB.SP.growthm50,2017,BLR,2012-2017,CONS,2,National,0.558084287
WB.SP.growthm50,2013,BLR,2013-2018,CONS,1,National,-0.016913944
WB.SP.growthm50,2018,BLR,2013-2018,CONS,2,National,-0.016913944
WB.SP.growthm50,2014,BLR,2014-2019,CONS,1,National,0.587838746
WB.SP.growthm50,2019,BLR,2014-2019,CONS,2,National,0.587838746
WB.SP.growthm50,2015,BLR,2015-2020,CONS,1,National,2.508377013
WB.SP.growthm50,2020,BLR,2015-2020,CONS,2,National,2.508377013
WB.SP.growthm50,2006,BOL,2006-2011,INC,1,National,9.219893741
WB.SP.growthm50,2011,BOL,2006-2011,INC,2,National,9.219893741
WB.SP.growthm50,2007,BOL,2007-2012,INC,1,National,8.841721674
WB.SP.growthm50,2012,BOL,2007-2012,INC,2,National,8.841721674
WB.SP.growthm50,2009,BOL,2009-2014,INC,1,National,4.489392889
WB.SP.growthm50,2014,BOL,2009-2014,INC,2,National,4.489392889
WB.SP.growthm50,2011,BOL,2011-2016,INC,1,National,1.419241674
WB.SP.growthm50,2016,BOL,2011-2016,INC,2,National,1.419241674
WB.SP.growthm50,2012,BOL,2012-2017,INC,1,National,1.126821092
WB.SP.growthm50,2017,BOL,2012-2017,INC,2,National,1.126821092
WB.SP.growthm50,2013,BOL,2013-2018,INC,1,National,-0.224485727
WB.SP.growthm50,2018,BOL,2013-2018,INC,2,National,-0.224485727
WB.SP.growthm50,2014,BOL,2014-2019,INC,1,National,0.712415924
WB.SP.growthm50,2019,BOL,2014-2019,INC,2,National,0.712415924
WB.SP.growthm50,2015,BOL,2015-2020,INC,1,National,0.049664567
WB.SP.growthm50,2020,BOL,2015-2020,INC,2,National,0.049664567
WB.SP.growthm50,2016,BOL,2016-2021,INC,1,National,1.556714619
WB.SP.growthm50,2021,BOL,2016-2021,INC,2,National,1.556714619
WB.SP.growthm50,2006,BRA,2006-2011,INC,1,National,5.678412512
WB.SP.growthm50,2011,BRA,2006-2011,INC,2,National,5.678412512
WB.SP.growthm50,2012,BRA,2012-2015,INC,1,National,1.986528716
WB.SP.growthm50,2015,BRA,2012-2015,INC,2,National,1.986528716
WB.SP.growthm50,2013,BRA,2013-2018,INC,1,National,0.159729131
WB.SP.growthm50,2018,BRA,2013-2018,INC,2,National,0.159729131
WB.SP.growthm50,2014,BRA,2014-2019,INC,1,National,0.111157613
WB.SP.growthm50,2019,BRA,2014-2019,INC,2,National,0.111157613
WB.SP.growthm50,2016,BRA,2016-2021,INC,1,National,-0.906932069
WB.SP.growthm50,2021,BRA,2016-2021,INC,2,National,-0.906932069
WB.SP.growthm50,2007,BTN,2007-2012,CONS,1,National,6.027014949
WB.SP.growthm50,2012,BTN,2007-2012,CONS,2,National,6.027014949
WB.SP.growthm50,2012,BTN,2012-2017,CONS,1,National,2.266376601
WB.SP.growthm50,2017,BTN,2012-2017,CONS,2,National,2.266376601
WB.SP.growthm50,2002,BWA,2002-2009,CONS,1,National,5.157415041
WB.SP.growthm50,2009,BWA,2002-2009,CONS,2,National,5.157415041
WB.SP.growthm50,2009,BWA,2009-2015,CONS,1,National,-0.949736277
WB.SP.growthm50,2015,BWA,2009-2015,CONS,2,National,-0.949736277
WB.SP.growthm50,2010,CAN,2010-2013,INC,1,National,1.651531249
WB.SP.growthm50,2013,CAN,2010-2013,INC,2,National,1.651531249
WB.SP.growthm50,2012,CAN,2012-2017,INC,1,National,1.061640719
WB.SP.growthm50,2017,CAN,2012-2017,INC,2,National,1.061640719
WB.SP.growthm50,2013,CAN,2013-2018,INC,1,National,0.788245743
WB.SP.growthm50,2018,CAN,2013-2018,INC,2,National,0.788245743
WB.SP.growthm50,2014,CAN,2014-2019,INC,1,National,0.91204384
WB.SP.growthm50,2019,CAN,2014-2019,INC,2,National,0.91204384
WB.SP.growthm50,2007,CHE,2007-2012,INC,1,National,1.372986807
WB.SP.growthm50,2012,CHE,2007-2012,INC,2,National,1.372986807
WB.SP.growthm50,2008,CHE,2008-2013,INC,1,National,0.846435982
WB.SP.growthm50,2013,CHE,2008-2013,INC,2,National,0.846435982
WB.SP.growthm50,2009,CHE,2009-2014,INC,1,National,1.05936895
WB.SP.growthm50,2014,CHE,2009-2014,INC,2,National,1.05936895
WB.SP.growthm50,2010,CHE,2010-2015,INC,1,National,0.844626705
WB.SP.growthm50,2015,CHE,2010-2015,INC,2,National,0.844626705
WB.SP.growthm50,2012,CHE,2012-2017,INC,1,National,0.308240583
WB.SP.growthm50,2017,CHE,2012-2017,INC,2,National,0.308240583
WB.SP.growthm50,2013,CHE,2013-2018,INC,1,National,0.216674358
WB.SP.growthm50,2018,CHE,2013-2018,INC,2,National,0.216674358
WB.SP.growthm50,2006,CHL,2006-2011,INC,1,National,3.122211247
WB.SP.growthm50,2011,CHL,2006-2011,INC,2,National,3.122211247
WB.SP.growthm50,2009,CHL,2009-2013,INC,1,National,7.087146025
WB.SP.growthm50,2013,CHL,2009-2013,INC,2,National,7.087146025
WB.SP.growthm50,2009,CHL,2009-2015,INC,1,National,5.976901978
WB.SP.growthm50,2015,CHL,2009-2015,INC,2,National,5.976901978
WB.SP.growthm50,2013,CHL,2013-2017,INC,1,National,4.671306466
WB.SP.growthm50,2017,CHL,2013-2017,INC,2,National,4.671306466
WB.SP.growthm50,2015,CHL,2015-2020,INC,1,National,2.299645964
WB.SP.growthm50,2020,CHL,2015-2020,INC,2,National,2.299645964
WB.SP.growthm50,2013,CHN,2013-2015,CONS,1,National,8.512753576
WB.SP.growthm50,2015,CHN,2013-2015,CONS,2,National,8.512753576
WB.SP.growthm50,2013,CHN,2013-2016,CONS,1,National,7.856055476
WB.SP.growthm50,2016,CHN,2013-2016,CONS,2,National,7.856055476
WB.SP.growthm50,2014,CHN,2014-2019,CONS,1,National,6.330503141
WB.SP.growthm50,2019,CHN,2014-2019,CONS,2,National,6.330503141
WB.SP.growthm50,2015,CHN,2015-2020,CONS,1,National,4.094387529
WB.SP.growthm50,2020,CHN,2015-2020,CONS,2,National,4.094387529
WB.SP.growthm50,2008,CIV,2008-2015,CONS,1,National,0.045232116
WB.SP.growthm50,2015,CIV,2008-2015,CONS,2,National,0.045232116
WB.SP.growthm50,2007,CMR,2007-2014,CONS,1,National,3.511801071
WB.SP.growthm50,2014,CMR,2007-2014,CONS,2,National,3.511801071
WB.SP.growthm50,2004,COD,2004-2012,CONS,1,National,10.02955598
WB.SP.growthm50,2012,COD,2004-2012,CONS,2,National,10.02955598
WB.SP.growthm50,2005,COG,2005-2011,CONS,1,National,4.918140142
WB.SP.growthm50,2011,COG,2005-2011,CONS,2,National,4.918140142
WB.SP.growthm50,2008,COL,2008-2011,INC,1,National,5.064330883
